,12636hne00cq201,12636hne00cq401,12636hne00su001,12636hne00su101,12636hne01cp001,12636hne01cq101,12636hne01cq201,12636hne01cq401,12636hne01cq501,12636hne01cq601,12636hne01cs001,12636hne01ct001,12636hne01su001,12636hne01su101,12636hqb01ce001,12636hqb01ce002,12636hqb01ce003,12636hqb01ce004,12636hqb02ce001,12636hqb02ce002,12636hqb02ce003,12636hsa_u13_d0hsd10cq001,12636hsa_u13_d0hsd10cq002,12636hsa_u13_d0hsd10cq011,12636hsa_u13_d0hsd10cq012,12636hsa_u13_d0hsd10cq013,12636hsa_u13_d0hsd20cq001,12636hsa_u13_d0hsd20cq002,12636hsa_u13_d0hsd20cq011,12636hsa_u13_d0hsd20cq012,12636hsa_u13_d0hsd20cq013,12636hsa_u13_d0hsg10an001ce,12636hsa_u13_d0hsg20an001ce,12636hsa_u13_d0hsk10cf001,12636hsa_u13_d0hsk20cf001,12636hsd_13_u13_d0hsk31cf101,12636hsd_13_u13_d0hsk32cf101,12636hsd_u13_d0hsd10gh001x2,12636hsd_u13_d0hsd10gh001x3,12636hsd_u13_d0hsd10gh001x4,12636hsd_u13_d0hsd10gh001x6,12636hsd_u13_d0hsd10gh001x7,12636hsd_u13_d0hsd10gh001x8,12636hsd_u13_d0hsd20gh001x2,12636hsd_u13_d0hsd20gh001x3,12636hsd_u13_d0hsd20gh001x4,12636hsd_u13_d0hsd20gh001x6,12636hsd_u13_d0hsd20gh001x7,12636hsd_u13_d0hsd20gh001x8,12636mky02cj001,hour,day,month,year,dayofweek,quarter,is_weekend,season,hour_sin,hour_cos,day_sin,day_cos
2024-02-01 00:00:00,0.5775410950887134,1.0344507394127596,-0.03791547274424117,-0.03793216209054407,-0.6064677713821484,0.023946553508831445,1.2301861409899224,-0.010946359337267137,0.010720076659213146,-0.8478334092283633,-0.7723602312137056,0.08660163772181023,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.2308350982749255,-0.031711102261163714,-0.06579516949597691,-0.36076287810738983,-0.4934488386595551,1.0571512553252869,-0.8774383472565574,0.6861889881553803,-0.6333639400289401,1.147539559939885,0.018270807483978614,-1.0799184927303294,1.631295400827946,0.8122334191201187,1.4971111939688846,0.22504994427714278,-1.2625695206493304,1.2431432072184687,0.0,0.0,-0.6365817561293724,-1.009478650763868,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.9393120818135126,0,1,2,2024,3,1,False,0.0,2.3461151681481695e-17,1.414213562373095,0.30401411205574475,1.3811500351775532
2024-02-01 01:00:00,0.8307653945257155,0.15321391232985354,-0.03791547274424117,-0.03793216209054407,-0.08908784270141867,-0.4656513824760334,1.643239649560796,-0.05517461497228118,-1.910505957918535,-1.01760320574438,-1.1147174266050397,-0.2909025367625533,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.18998048732788803,-0.1212585291640101,-0.06579516949597691,-0.6492193142967935,-0.4916298042060627,1.0785232636909465,-1.7464719586047546,0.8731800072088802,-1.43610446311755,1.5263173191269825,-1.1393149146880261,-1.3744142694130654,1.9159845445512522,0.41606534146451796,1.8911878434381082,0.22918353213486728,-1.2628102382060995,1.2561333301017512,0.0,0.0,-0.7807857281230598,-1.2956741838498822,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.4401113298955626,1,1,2,2024,3,1,False,0.0,0.3660254037844386,1.3660254037844386,0.30401411205574475,1.3811500351775532
2024-02-01 02:00:00,0.729136491961688,0.1487961999010495,-0.03791547274424117,-0.03793216209054407,-0.11370635763969332,-1.0990511372464964,1.4659487685997705,-0.26282134543614993,-1.5604007730166338,-1.0506456493615912,-1.0134866538277023,-0.6343752609946144,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.472234586532321,-0.08722240310138903,-0.06579516949597691,-0.23450838931932427,-0.49258630311736934,1.0697472235921237,-1.51260222695671,1.0598884161204476,-1.7864142880238456,1.2913012992250898,-0.11603923136710173,-1.4967039730023126,1.4630791948868958,0.20052165029008884,1.1506371547884902,0.25969275705777367,-1.2367384841467115,1.2446698628285344,0.0,0.0,-0.9405747882131061,-1.4627869588854605,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.4401113298955626,2,1,2,2024,3,1,False,0.0,0.7071067811865474,1.224744871391589,0.30401411205574475,1.3811500351775532
2024-02-01 03:00:00,0.804109321362495,0.23077908632882296,-0.03791547274424117,-0.03793216209054407,0.3200401518023593,-1.2596467588777782,1.5377056572064718,-0.3564366579714192,0.6156225218474304,-1.1807645135369544,-1.183383061459908,-0.8290892973813757,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.33382599963570775,-0.008750223568128242,-0.06579516949597691,-0.2640992851290317,-0.4927501366840415,1.0644385029073449,1.4109471987515223,1.9604781181289563,0.05599122321266502,1.629402011403696,-0.4403180082679214,1.5109228633578997,1.640952427412861,0.6661053294013348,1.2081893635700856,0.38473533907473106,-1.2628102382060995,1.2556545564488903,0.0,0.0,-0.6572196434255703,0.14714186604835863,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.470333105942458,3,1,2,2024,3,1,False,0.0,1.0,1.0,0.30401411205574475,1.3811500351775532
2024-02-01 04:00:00,0.6376243037792924,0.5223305061819923,-0.03791547274424117,-0.03793216209054407,0.617091976798969,-1.3338519342424278,1.2706019243450855,-0.34866857884615216,-1.2320307629670528,-1.242975459105911,-1.2118651086948498,-0.8745290178887128,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.326680326238124,-0.15272843937269892,-0.06579516949597691,-0.27220938249909366,-0.4923646459389306,1.0511177277573465,0.5796918602845178,1.1349738935441673,0.6233892459895019,1.3033540870441374,-0.6065632253707888,0.6881740836116896,1.0381700251506183,-1.5693223820703293,0.7787190902958646,1.65013379532266,-1.3045843443865175,1.2517024154465008,0.0,0.0,-0.40399189550428827,-0.4162168234026213,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.4487446226533551,4,1,2,2024,3,1,False,0.0,1.224744871391589,0.7071067811865477,0.30401411205574475,1.3811500351775532
2024-02-01 05:00:00,0.6021948144095948,0.6063374441209701,-0.03791547274424117,-0.03793216209054407,0.8420482743770459,-1.3232288775586463,1.255970367882981,-0.3434898594293076,-1.3020844844208947,-1.1778020875574804,-1.2725637373301544,-0.8473296390885752,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.3860204835832502,-0.17568931806573823,-0.06579516949597691,-0.7721859257726728,-0.4918538707016586,1.061362970997713,0.2754656510236162,1.0527101185153624,0.13152162520059582,1.3498751795117547,0.2762286285808046,0.4819702046960784,0.9938396745417681,-1.6781750129209145,0.9938066085462605,-0.8553410182426684,-1.3250268246842076,1.245898414088706,0.0,0.0,-0.6731552272871916,-0.4865395882827789,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.457383166805769,5,1,2,2024,3,1,False,0.0,1.3660254037844386,0.36602540378443865,0.30401411205574475,1.3811500351775532
2024-02-01 06:00:00,0.6911463404456022,0.5918522754799105,-0.03791547274424117,-0.03793216209054407,0.25846127154192605,-1.107955758290253,1.3307625261812888,-0.4339182677080574,-0.9641815029448573,-1.4056810090554894,-1.0572553942464331,-0.6596410346667777,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.5207008930550431,-0.13408960843364837,-0.06579516949597691,-0.27549725981128614,-0.4927501366840415,1.0760745917883732,1.165166199889172,1.1893480848519773,0.18409670893729346,1.246496950705131,-0.09385485875277448,0.6312449033734848,1.2409675834338414,-0.8481573111278802,1.003662929553157,-0.47214440953698744,-1.3271009586014204,1.271657339959137,0.0,0.0,-0.09150641633801522,-0.33799029746354076,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.4530665204268727,6,1,2,2024,3,1,False,0.0,1.414213562373095,1.6419787656998878e-16,0.30401411205574475,1.3811500351775532
2024-02-01 07:00:00,0.6559267414157721,1.092514617112465,-0.03791547274424117,-0.03793216209054407,-0.356458386669181,-0.7238072820341014,1.391078782873473,-0.31958807750540896,0.4250720415631841,-1.0529244385765713,-1.092061252668154,-0.36856900940275444,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.5256717962881399,-0.21472281184389969,-0.06579516949597691,-0.36953055093989895,-0.4927501366840415,1.0581894922119781,0.5174243775709286,1.4066429856961236,1.036944001972145,1.4150580792445833,0.4631620629356385,0.8330334828316778,1.103102032473954,-0.044844100010621994,1.068273134765559,-2.0080356832153643,-1.2606598924346264,1.251453995154922,0.0,0.0,-0.6292888318211166,-0.23603523122747408,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-1.4357946835166662,7,1,2,2024,3,1,False,0.0,1.3660254037844386,-0.3660254037844384,0.30401411205574475,1.3811500351775532
2024-02-01 08:00:00,0.2842109495097569,1.1977300947992884,-0.03791547274424117,-0.03793216209054407,0.2020538004212181,-0.5569628035300064,0.378232635012725,-0.30614332517321596,-0.2469207328183087,-1.3218215659442218,-0.5782142484007015,-0.16811861113634297,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.6647017460888934,-0.22822921107510108,-0.06579516949597691,-0.41468406602729546,-0.4932006789923899,1.064908647912639,-1.0019733126837371,-0.13928293812747414,0.22583365121226448,-0.06224011542353362,-1.7229444849195945,-1.0557752595269976,0.6068228376910635,-1.090942713050289,0.4225131000897333,0.4130383311980122,-1.2628102382060995,1.2949230294486327,0.0,0.0,-0.6511893746691917,-1.0341235441443226,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.7018650226064875,8,1,2,2024,3,1,False,0.0,1.224744871391589,-0.7071067811865471,0.30401411205574475,1.3811500351775532
2024-02-01 09:00:00,0.4450709059844997,1.4546966344827341,-0.03791547274424117,-0.03793216209054407,-0.2949664208480707,-0.36449801184737995,0.7966328878865059,-0.1431132543006245,0.021636690795566092,-0.9631401435063558,-0.35284755996478,-0.06982701713110913,-0.08471836662771295,-0.021829208060494883,-0.42119924219391924,-0.8323143894799689,-0.6697534019429714,-0.06579516949597691,-0.6636859744704267,-0.4920177042683307,1.0435013786715825,-0.5785455412259422,0.4694512330196155,0.5089492429774849,0.5582427385288696,-0.1451024792106769,-0.36914922262758654,0.9259645734020776,-1.1050077267516916,0.9736068507729253,-0.21702085430617582,-1.2628102382060995,1.2569644088953964,0.0,0.0,-0.2305944563542699,-0.16179510005828704,0.0,0.053642314094138194,,0.0,0.0,,0.0,0.0,,0.0,0.03793216209054407,,-0.671643246559592,9,1,2,2024,3,1,False,0.0,1.0,-0.9999999999999999,0.30401411205574475,1.3811500351775532
