,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,12636hne00cq201_target_24h,12636hne00cq401_target_24h,12636hne00su001_target_24h,12636hne00su101_target_24h,12636hne01cp001_target_24h,12636hne01cq101_target_24h,12636hne01cq201_target_24h,12636hne01cq401_target_24h,12636hne01cq501_target_24h,12636hne01cq601_target_24h,12636hne01cs001_target_24h,12636hne01ct001_target_24h,12636hne01su001_target_24h,12636hne01su101_target_24h,12636hqb01ce001_target_24h,12636hqb01ce002_target_24h,12636hqb01ce003_target_24h,12636hqb01ce004_target_24h,12636hqb02ce001_target_24h,12636hqb02ce002_target_24h,12636hqb02ce003_target_24h,12636hsa_u13_d0hsd10cq001_target_24h,12636hsa_u13_d0hsd10cq002_target_24h,12636hsa_u13_d0hsd10cq011_target_24h,12636hsa_u13_d0hsd10cq012_target_24h,12636hsa_u13_d0hsd10cq013_target_24h,12636hsa_u13_d0hsd20cq001_target_24h,12636hsa_u13_d0hsd20cq002_target_24h,12636hsa_u13_d0hsd20cq011_target_24h,12636hsa_u13_d0hsd20cq012_target_24h,12636hsa_u13_d0hsd20cq013_target_24h,12636hsa_u13_d0hsg10an001ce_target_24h,12636hsa_u13_d0hsg20an001ce_target_24h,12636hsa_u13_d0hsk10cf001_target_24h,12636hsa_u13_d0hsk20cf001_target_24h,12636hsd_13_u13_d0hsk31cf101_target_24h,12636hsd_13_u13_d0hsk32cf101_target_24h,12636hsd_u13_d0hsd10gh001x2_target_24h,12636hsd_u13_d0hsd10gh001x3_target_24h,12636hsd_u13_d0hsd10gh001x6_target_24h,12636hsd_u13_d0hsd10gh001x7_target_24h,12636hsd_u13_d0hsd20gh001x2_target_24h,12636hsd_u13_d0hsd20gh001x3_target_24h,12636hsd_u13_d0hsd20gh001x6_target_24h,12636hsd_u13_d0hsd20gh001x7_target_24h,12636mky02cj001_target_24h,hour_target_24h,day_target_24h,month_target_24h,year_target_24h,dayofweek_target_24h,quarter_target_24h,season_target_24h,hour_sin_target_24h,hour_cos_target_24h,day_sin_target_24h,day_cos_target_24h
2024-02-01 00:00:00,45.38804319958737,-11.798246313274905,6.222362355894123,-3.5743099671432614,2.2923519789068725,35.94650840616845,-5.10250290160158,24.833821349044218,-9.756513020752882,-9.636447583341543,20.95703699359294,4.90695968717628,11.912777787050867,-5.466360760946373,6.7090769077137615,1.9714029654311962,-1.56201856770122,0.3928674500560335,-0.9300757238908645,5.110876013765276,1.7512281973288684,-2.6385255143542614,-4.1022035514435835,3.580890275545494,-1.976431833380126,-0.17595936450117766,-2.78739422042197,0.6610974299768232,1.046079377175029,1.1378717535138365,-2.1442283693607034,0.9574703705181389,-0.005783628916575097,1.3968311194091731,0.4705363479647896,1.3142499997797763,-0.0804894636346375,-0.037932162090544,-1.4726934636886908,-0.078838284680074,0.4250701642927129,-0.9215495929004126,-0.3924110010484845,-0.9444926617832756,-0.5143002966798597,0.1746664057425989,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.8437353522623631,-0.1752405144384025,-0.0620173672946042,-1.3389671720533107,-0.4908652058124125,1.099560827730922,-1.0516368892825405,0.3068507994648505,-0.2912498268434207,0.2669804200384835,0.692482197564388,-1.008618591587941,0.2307264687478033,-0.4393235271838362,0.1861808156443711,0.1342092727369444,-1.2669004055280044,1.27705443161613,0.0,0.0,-0.7244085895813894,-0.8166059507563763,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.6671385886088058,0.0,2.0,2.0,2024.0,4.0,1.0,0.0,2.3461151681481692e-17,1.414213562373095,0.59381286211918,1.2835054673751207
2024-02-01 01:00:00,45.404708159629315,-11.29988885311177,6.007875767212138,-3.4830124170953054,3.2794058073879655,34.70914513300722,-4.233093430447945,23.67655891322733,-9.652370973755396,-9.193207708631881,19.85668082844017,5.082207427990774,11.47025828431907,-5.262644246473213,6.18790763445341,2.009677190877851,-1.7716173606842172,1.0014013646707316,-1.2599398811240388,5.1315234653196935,1.5936493957561142,-2.461406855403445,-3.9070818852659883,3.5284818610241095,-1.7994668122844553,-0.03796123055847199,-2.3666255169078063,1.0492362965624618,1.4604665092841205,0.6483799689308452,-1.5216059857181201,1.146803223250261,0.05544962767760829,1.8560178551094386,0.2632586505267982,1.3095238980366048,-0.0804894636346375,-0.037932162090544,-1.3785911819650734,-0.2487929411445999,0.2010399267581576,-1.0154894495630828,0.4320639755514223,-0.7516133204142258,-0.1859932979812069,0.1365943923733303,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.8187987947365881,-0.1524898763911319,-0.0620173672946042,-0.95305854651807,-0.4907392234735966,1.0934932863498206,-0.671598590493628,0.1687711770159172,0.6167742246794555,0.1364478588420669,1.799426542531178,-0.6124272750583497,-0.0242583439483056,-0.9387619039896632,0.0261049261989437,-0.7720162397809155,-1.2732183304539548,1.2849223783746968,0.0,0.0,-0.4697833836177367,-0.3691472667628609,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.322921543368067,1.0,2.0,2.0,2024.0,4.0,1.0,0.0,0.3660254037844386,1.3660254037844386,0.59381286211918,1.2835054673751207
2024-02-01 02:00:00,45.241787905841704,-11.11363925425812,5.764272512477116,-3.187811476418475,3.45694956737959,33.18097761559878,-3.320956838495457,22.589677379179673,-9.261179307276212,-8.725322182141259,18.950819556368405,4.886915578036073,10.885741156479142,-5.293731266407561,5.561088210637802,1.7759438419906655,-1.6646756940216632,1.1143243659467235,-1.3886711375320582,4.925717048061094,1.2965143689465077,-2.3575013224064425,-3.374329493421299,3.4456301099222935,-1.548093526926953,0.20187987780984107,-2.024068546085975,1.0512712798079211,1.7024574138964585,0.19205316088082208,-1.1254028978953041,1.2123967051053954,0.2466267476056593,1.9551475844822181,0.3362599360200308,1.2651991256108357,-0.0804894636346375,-0.037932162090544,-1.5620045174379686,0.3481081449562264,0.3537645307979224,-1.1362787986668208,-0.5385992298631277,-1.01609610178585,-0.7095818868034065,0.496411338989789,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.8616882502598667,-0.1701269500306327,-0.0620173672946042,-0.943131834789165,-0.4900584546086749,1.08686796650095,-1.1273639847285937,0.1172175318892776,0.0384644179857143,0.1747125179558339,0.2079433046072469,-0.7840277743127824,0.1662833748903044,-0.5746718074258714,0.0670281630121414,0.6119039415841869,-1.2834219688454722,1.2883455171399667,0.0,0.0,-0.745226806273071,-0.7665313850352041,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.678244551779213,2.0,2.0,2.0,2024.0,4.0,1.0,0.0,0.7071067811865474,1.224744871391589,0.59381286211918,1.2835054673751207
2024-02-01 03:00:00,44.783497092141914,-11.23039606832536,4.956837173115154,-2.780795558928357,3.6057135198719075,31.539529662279836,-2.0119807488236874,21.60850360359174,-8.953044474449431,-8.023063551799494,18.006427186496218,3.099730999065376,9.972418870807282,-5.374965321530651,4.3114214258672385,0.9440516617547496,-1.8536472805079478,0.9786572606887434,-0.9540435915277073,5.062541978899203,0.16890822493586943,-1.8818611367310143,-2.943837447821521,3.0566527462487043,-1.276372911420727,0.5408576806549069,-1.1166580348010209,0.26478279642214647,1.0511657638411236,0.15820026251737243,-0.8205435823105496,-0.03889586581962797,0.7831052548289801,0.9565141145028685,0.6402614106017577,1.215161660898275,-0.0804894636346375,-0.037932162090544,-1.4908581312349352,0.2733398053460964,0.532610097960646,-1.1558038991527635,-0.3982249333393793,-0.5913567577538336,-0.6017746657875741,0.4398306435080182,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.8705134607720255,-0.1861725448373963,-0.0620173672946042,-1.0312391084574657,-0.4888686177781508,1.0799664451074205,-1.3288592089191806,0.2919779715208649,0.2346458311415034,0.2559459166988707,0.1341870623245761,-1.0974253682463495,0.4681515193825171,-0.3327413841956179,0.3597529499784048,0.2210209299486027,-1.277691972425163,1.292978894573653,0.0,0.0,-0.8461719368463638,-0.8941392934876191,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.7185786470104006,3.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.0,1.0,0.59381286211918,1.2835054673751207
2024-02-01 04:00:00,44.66427055133035,-11.172744804140695,4.895169635102421,-2.6826481318791204,3.5123452965842348,30.275363604546758,-1.2935432482288465,20.969551806807896,-8.844953864268726,-7.6899039208103,17.111466998213693,3.084380023932345,9.582203969867122,-5.075775174614157,4.013049945127147,0.8669828264343793,-1.6322024424175072,0.9916485990191956,-0.8607270450016257,4.566999119410513,0.26218333814934064,-1.6685447412951404,-2.6183888793203307,2.624384623148017,-1.1707070378733806,0.5229825241358322,-0.9660139954207386,0.22980983510828684,1.0138919015738361,-0.32685323530736154,-0.5594582999300032,0.37255312808893026,0.7204821149810735,0.9817336535097816,0.7610193034330885,0.9656810527047528,-0.0804894636346375,-0.037932162090544,-1.3989149636529403,0.1604752891079431,0.5491976044244343,-1.142157154704936,-0.4341069777159272,-1.0922223153894528,-0.5522527480801785,0.385245368829353,-0.1178282913216468,-0.0218292080604948,-0.4249659729503079,-0.9049735947627752,-0.2237697182969027,-0.0620173672946042,-1.1835308970933691,-0.4887244528213821,1.0793480774973458,-1.2683267658116932,0.1704088498901436,0.4286223673632631,0.2011268193485336,0.1601685818279449,-1.1614985553566002,0.6846491669210742,-0.4471213611831601,0.5686548289046538,0.6020633606061515,-1.2757037410918783,1.3018617974881697,0.0,0.0,-0.8390912096248032,-0.8274719997190675,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.7231079005185673,4.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.224744871391589,0.7071067811865477,0.59381286211918,1.2835054673751207
2024-02-01 05:00:00,44.53142858990502,-11.178121538490057,4.771932872911723,-2.555799255572777,3.290650666370294,29.077213144170198,-0.548975105915674,20.438666014472563,-8.822240698072742,-7.340473409241064,16.324010529920404,2.882439862813716,9.115557511295675,-4.671389398243048,3.6971311151262927,0.7850165416952727,-1.5322834621924437,0.9442497354926833,-0.7441827596282319,4.1445236030274515,0.29882172405472623,-1.427494997539458,-2.413022316964078,2.167926775486328,-1.081876942435216,0.4510831695537003,-0.7768015268883224,-0.035354784538851276,0.7888055752475011,-0.23473238818871742,-0.7238081856054581,0.3326961358482144,0.7071245675043272,0.6545565728364493,0.5471035666977888,1.0636740285949633,-0.0804894636346375,-0.037932162090544,-1.6523910187907178,0.3005149865290268,0.4412097967910381,-1.1561038911732664,-0.744268626265392,-0.8383737938679984,-0.5955546765822374,0.496979700493608,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.9647394861142344,-0.2441004364752187,-0.0620173672946042,-0.9872779565152062,-0.4887125593952265,1.0809790071373104,-1.283017673976384,0.0255072798671489,0.1051901420113671,0.1013805332025454,-1.9624099053516049,-1.1921467044220602,0.503948820898481,-0.1111880490910573,0.4220826468149429,-1.2026982230508978,-1.2835777971620903,1.2939249851699726,0.0,0.0,-0.82187940782068,-0.8950526947488284,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.6610749650418681,5.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.3660254037844386,0.3660254037844386,0.59381286211918,1.2835054673751207
2024-02-01 06:00:00,44.391219236355596,-11.173722888426685,4.683787353845575,-2.4644618644465166,2.954524743161645,27.825877418469936,0.23328193026625793,19.900814046232313,-8.667094380262327,-7.0025285632713645,15.588687441369803,2.7996119184431962,8.64667506503423,-4.36210726883098,3.3173035762573484,0.6889567615359117,-1.4218274507899418,0.8471794374824565,-0.6066441462290167,3.6248213373565434,0.23393555515456552,-1.2623334515645939,-2.083982423864314,1.867412455094539,-0.8795062393948292,0.4185080463771353,-0.641739236784218,-0.0030594715116688525,0.7181246597508917,-0.4964608902566418,-0.7035263465834024,0.5420253686801495,0.6907265129020472,0.42843213423923504,0.5929704500903779,0.899301749892019,-0.0804894636346375,-0.037932162090544,-1.445727138988797,0.1087976204479653,0.3501853027209904,-1.0766500128339629,-0.3508468321972544,-0.5643882990071325,-0.4096601004130177,0.4081921951034103,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-0.936569093889704,-0.2542112928646268,-0.0620173672946042,-1.0620409814973506,-0.4885208668877955,1.078134569221126,-1.363427633951436,0.0089029815527844,0.192007447727763,-0.003831256661033,-1.6331122886405245,-1.2782038065904946,0.5841015103166526,-0.2521715308671631,0.4119439524400109,1.0030707161231398,-1.2888394753501895,1.2923515617593666,0.0,0.0,-0.8191871259107008,-0.8614572883304872,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.5085852975832872,6.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.414213562373095,1.6419787656998878e-16,0.59381286211918,1.2835054673751207
2024-02-01 07:00:00,44.1530341156102,-11.254527065461097,4.5747424898911495,-2.4289624300962673,2.3237816283022195,26.390189547142473,1.1557018781795312,19.338911264712287,-8.227306783292816,-6.6092761025633635,14.521270272662493,2.6417955258724244,7.9167512176924095,-4.004647781665532,3.2227990997339164,0.5748839462988308,-1.2841897041510533,0.6713301432902516,-0.46572435375008325,2.9167913958832488,0.26868992640218176,-0.9803205244538237,-1.6456125068269816,1.3966358257425842,-0.7069129155383665,0.4872285930297931,-0.34396962884916854,-0.07228461331108119,0.32929786490262675,-0.05867414588005334,-0.4986131181899745,0.11369872260653838,0.599974388431186,0.25101992920578664,0.4081621876484741,1.0516980598901964,-0.0804894636346375,-0.037932162090544,-1.4709814595939064,-0.2049534460966869,0.1824804087819515,-0.7219896117464908,0.2907778155973922,-0.2826111988453648,-0.0166819033203834,0.2325264275696018,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-1.0663850936813903,-0.3013549169783395,-0.0620173672946042,-1.3746046837260135,-0.4886688454686588,1.0725913595085368,-1.1652890740133162,-0.089122825777266,0.7519400364210939,-0.1470367763596655,-0.0995232103404296,-1.022169722181487,0.4578655915534505,-0.6616716623988155,0.3153370919968727,0.2350984145851722,-1.2738543574484067,1.2800797642899546,0.0,0.0,-0.6311792800684076,-0.5385137607671754,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,-0.2256703534243642,7.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.3660254037844386,-0.3660254037844384,0.59381286211918,1.2835054673751207
2024-02-01 08:00:00,43.932267882398165,-11.37768436460722,4.389924530435248,-2.289990736269925,1.6191610616371193,24.995629582481005,2.1021831576266776,18.644276318876457,-7.833165411607161,-6.134049444528992,13.30035024757293,2.46811700103223,7.200196386581188,-3.519852801795952,3.0039931156073143,0.37094719397957854,-0.9718687404276517,0.5686105703097064,-0.22630342119921848,1.9778825378720384,0.35366758434874707,-0.8445342374897912,-1.1133535550957623,0.9831742538784438,-0.6416117971659347,0.509881840104692,-0.07081679173408,-0.042675473671202724,0.35018391276695576,-0.3872604590329668,0.09476662185464603,0.42005590893700057,0.49097830841398754,0.3836244030887684,-0.563057363650398,1.382490961366828,-0.0804894636346375,-0.037932162090544,-0.5942870112932267,-0.1167164378055648,-0.6377496709427363,-0.2601758624872231,1.061114722937205,-0.349474347833824,0.8362308452517505,0.4196384212732039,-0.1178282913216468,-0.0218292080604948,-0.4249992366065255,-1.4705966382630151,-0.4149385432599178,-0.0620173672946042,-2.2168073415628173,-0.4885371968122821,1.0408738394082817,-0.2909864472089113,-0.7504694121587661,0.8353595759173835,-0.6165319173694019,0.6010625116565397,0.3719157497672786,-0.6210015025174755,-0.8985954148447347,-0.3613883424383415,-0.1300006191519032,-1.2811770175954036,1.2613979635472874,0.0,0.0,0.5234290203350154,0.5059518882493694,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,0.6879545846422119,8.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.224744871391589,-0.7071067811865471,0.59381286211918,1.2835054673751207
2024-02-01 09:00:00,43.81371667402156,-11.360409243754155,4.358059032892522,-2.2362032461224843,1.3729858479029926,23.791913892526836,2.8127098811950604,18.06491452737299,-7.797033275180777,-5.857283890718286,12.44626132517954,2.4459828844634903,6.7895894200471805,-3.1626440288571596,2.641816189301037,0.28207387090130315,-0.8481039502569057,0.49224616485424705,-0.16759340272973852,1.5561814176387267,0.30466105989398334,-0.6429233756969885,-0.8763875501609728,0.7303221681754725,-0.3791195107278152,0.46156036817756335,-0.004306786912014969,-0.1351651103793737,0.31310710960843136,0.07002600422694805,0.3829654658924251,0.07624727091510312,0.38502064599877023,0.09524457085792447,-0.8463859381752397,1.76012987530451,-0.0804894636346375,-0.037932162090544,-0.3567585660705468,0.3984791972408806,-0.8963913799215472,-0.0903064139079325,0.9861487062979,0.0164162095367807,0.9943554434184796,0.7920752503055991,-0.1178282913216468,-0.0218292080604948,-0.424994604143764,-1.59288629925099,-0.4024053446593418,-0.0620173672946042,-1.8280360884216265,-0.4888368859096791,1.0451231756186576,-0.1166534675265634,-0.9693453697487244,0.3117116981889764,-0.8004518059078838,-0.4408777480514792,0.635508721787546,-0.8131286184880658,-1.0708897782982996,-0.6494524455721536,-1.3852897468789795,-1.2745993767957355,1.2501133648122005,0.0,0.0,0.8502724387689418,0.6702836619511162,0.0,0.085303130309914,0.0,0.1786673398920383,0.0,0.1753467402339109,0.0,0.1263786600389821,0.900213582907264,9.0,2.0,2.0,2024.0,4.0,1.0,0.0,1.0,-1.0,0.59381286211918,1.2835054673751207
