date,city,temperature,humidity,wind_speed,weather_condition
2024-01-01,南通,26.91710759009218,41.613756623572755,2.197996785412779,多云
2024-01-02,南通,17.012125546947033,60.35825879357035,1.2013716951734195,晴
2024-01-03,南通,30.84544292467247,55.874917443037795,0.9443793886810548,多云
2024-01-04,南通,17.093055628999572,54.72672522902732,0.7779520557480145,晴
2024-01-05,南通,17.389843340877498,81.74235095286339,2.5792181459873733,中雨
2024-01-06,南通,25.69866615921415,40.87134575142948,1.7027080775541579,雾
2024-01-07,南通,24.640294365000393,54.11117468035313,2.127786501554274,多云
2024-01-08,南通,31.294968042209824,75.5202940461953,6.493774768813317,小雨
2024-01-09,南通,27.251928761833614,45.501933506878565,1.3892944298977181,晴
2024-01-10,南通,16.41876949152922,50.783764755479375,0.6787260417188447,小雨
2024-01-11,南通,31.37352287218193,76.37566699059727,2.2512036087084737,晴
2024-01-12,南通,34.948962324944766,57.627845575150424,2.203844876273228,晴
2024-01-13,南通,35.0179673716665,84.81973911309998,2.2194805181410997,多云
2024-01-14,南通,35.28243299552487,64.78999254348169,0.5270716656887698,晴
2024-01-15,南通,23.104387375932042,44.885440034432506,1.3238771002377085,晴
2024-01-16,南通,12.094879189861151,70.67729467984525,0.038473739069209985,小雨
2024-01-17,南通,23.48462898872659,76.07658236939166,0.2565848676230525,多云
2024-01-18,南通,26.740019182669894,83.97740007782133,0.8364605389348297,阴
2024-01-19,南通,28.21034395449438,55.8770379765991,2.100111826866117,晴
2024-01-20,南通,22.318703231278917,57.30342593858481,0.2894600171279276,多云
2024-01-21,南通,24.175826869045654,73.4757469172111,0.3029887969951912,小雨
2024-01-22,南通,19.45551040037059,54.67523796496998,1.341605937403955,晴
2024-01-23,南通,17.32564790782041,60.54858060402539,1.3394551965362351,多云
2024-01-24,南通,18.957719337763677,45.739208350274225,5.098624373606798,晴
2024-01-25,南通,17.704776082267326,80.67886098598879,0.9131395990961627,阴
2024-01-26,南通,17.856138336385335,59.34983969189834,0.46069844033821106,多云
2024-01-27,南通,25.520354648820685,41.9068067852569,5.606517055636418,多云
2024-01-28,南通,34.28902837657442,51.88353035842944,0.8018695115406099,晴
2024-01-29,南通,27.027268943789714,80.06682352260246,2.2496950562427553,晴
2024-01-30,南通,23.350409803907205,45.845227106118635,0.5899590733806753,晴
2024-01-31,南通,30.4103291714246,80.91853002497314,0.6222835169389063,晴
2024-02-01,南通,27.943007793559083,77.29358466229667,3.6738151928444203,多云
2024-02-02,南通,30.36632481343833,58.74644315665863,0.1736434744264615,中雨
2024-02-03,南通,33.203537063624374,74.93195334530807,3.807536850725414,雷阵雨
2024-02-04,南通,36.64669573252107,50.23317367426054,0.436379152358234,雾
2024-02-05,南通,19.45412172210947,58.24745953861063,1.4714621894158093,多云
2024-02-06,南通,25.877291024667056,57.5718280906615,3.6308295572421105,小雨
2024-02-07,南通,24.188236668763462,52.734107058482735,0.3300773923937593,多云
2024-02-08,南通,22.402265930773588,44.34057188150442,0.9805542779870318,阴
2024-02-09,南通,30.36557751481617,79.83050946440915,1.1844255703624527,大雨
2024-02-10,南通,25.77411489978632,49.7850431080381,3.782195234967012,雾
2024-02-11,南通,23.62255971969425,55.647298063787744,2.0478516623140757,小雨
2024-02-12,南通,20.635235307384125,58.553466524235205,2.598529153938867,晴
2024-02-13,南通,24.864729429099633,64.41043986211021,0.11829950523751276,多云
2024-02-14,南通,26.065475235545087,84.95486127584095,3.18615155639049,多云
2024-02-15,南通,18.812680832087636,50.488849710074746,1.136286725510345,晴
2024-02-16,南通,23.267207516839857,87.44268411142812,0.16231504028321522,中雨
2024-02-17,南通,19.323696710298876,60.35669186848748,1.8620269240591087,多云
2024-02-18,南通,24.44115262917527,58.05947046284844,0.856764078558004,阴
2024-02-19,南通,19.523059559060258,80.9821165325128,7.569375403635931,晴
2024-02-20,南通,20.460655182193697,83.45996666138342,5.867020034699189,阴
2024-02-21,南通,22.861131599914504,89.1282413522789,0.1949579626549428,雷阵雨
2024-02-22,南通,28.674194029593778,83.64447158680395,1.0665529826746907,晴
2024-02-23,南通,22.476090389622442,56.083841170622115,0.09388663900225659,多云
2024-02-24,南通,22.862362623765915,40.17867646653269,3.0765194180847284,多云
2024-02-25,南通,18.063899672648468,54.70612842520322,0.5643311769362388,中雨
2024-02-26,南通,23.266746897078562,48.80554386565139,1.5191553887295273,晴
2024-02-27,南通,23.885299484820173,61.145140817444414,2.7879148975898396,多云
2024-02-28,南通,27.580414573022697,54.78630682135388,2.4833802106585607,晴
2024-02-29,南通,20.845130909435404,61.024324257086235,0.13932623320956478,雾
2024-03-01,南通,22.46370909810154,73.86752028209449,1.6513323943473193,小雨
2024-03-02,南通,27.631857130438043,82.52759604795172,0.9084861058519229,晴
2024-03-03,南通,27.358593790465097,43.05247521416389,1.1993639820006292,晴
2024-03-04,南通,18.345756942083565,82.3981293008489,0.3147991104298711,中雨
2024-03-05,南通,33.799808534247404,70.89463102036473,1.612131989761391,多云
2024-03-06,南通,21.404130812199796,69.851057718669,1.4789940119382279,小雨
2024-03-07,南通,28.242614306280785,87.00583365878168,1.4635251209662847,晴
2024-03-08,南通,29.894029092456385,57.62578072954271,1.6883886829245598,多云
2024-03-09,南通,24.50054787212046,79.58974325933276,0.16511796048345198,晴
2024-03-10,南通,21.618570403041886,63.48120836055768,2.74152300915482,多云
2024-03-11,南通,29.495606858536927,64.2048488943023,0.7491028195545147,多云
2024-03-12,南通,25.41617974289804,64.30631614244218,0.9107774459364252,小雨
2024-03-13,南通,21.315824674352726,88.91293817152489,0.8214603809339165,雾
2024-03-14,南通,19.781982335884397,50.139728630753794,1.0288735331752628,多云
2024-03-15,南通,28.527057094363155,46.32943464085263,0.4893345708411282,阴
2024-03-16,南通,34.58174745028246,77.86990101949843,1.5079875042692636,小雨
2024-03-17,南通,24.52222030644002,53.09781185205047,0.9098513368412511,雾
2024-03-18,南通,21.117951593670824,68.01109846166045,1.0798416578669392,多云
2024-03-19,南通,23.178315168631396,53.62200576280975,1.019084132523297,小雨
2024-03-20,南通,20.8631745837673,55.27474691419492,1.809235434829665,多云
2024-03-21,南通,22.355011044102206,77.01231268412741,0.5643728203472362,雷阵雨
2024-03-22,南通,25.709972341340183,77.33756024820211,2.449341260031091,多云
2024-03-23,南通,24.497596781682972,61.498048831945056,2.232857561928747,晴
2024-03-24,南通,23.37038138845387,61.18472260961659,0.3514422442063546,雷阵雨
2024-03-25,南通,20.19196968781734,66.85641877758007,0.1906620335199401,晴
2024-03-26,南通,27.35463267143949,55.52298306442768,0.6022240689852826,晴
2024-03-27,南通,24.140395823847342,71.38226095330435,0.7940943171041986,多云
2024-03-28,南通,31.703391214311164,60.197968300325925,0.49416940296103745,晴
2024-03-29,南通,28.65217772982552,57.348704179398496,3.511957044577123,中雨
2024-03-30,南通,22.023553361316527,47.76596746556472,1.6821080010545926,多云
2024-03-31,南通,31.70923095418273,48.45118097372277,0.6067440312332605,小雨
2024-04-01,南通,26.681805304481276,40.39238681886628,12.462558691435206,多云
2024-04-02,南通,18.69447888706536,40.26271035202577,0.5432817088815631,阴
2024-04-03,南通,24.922397696797557,51.40879290423884,1.9620361395064745,多云
2024-04-04,南通,19.159015547199942,50.64538341956202,2.6726720740766847,晴
2024-04-05,南通,26.47257721246704,85.72234447465513,0.1463813913273801,多云
2024-04-06,南通,26.083804237149685,81.09181710048134,2.3593171314492953,晴
2024-04-07,南通,18.289073956310048,41.35708779201104,0.8338565006028151,多云
2024-04-08,南通,21.497127404516604,40.845411853239824,2.8060222749160477,晴
2024-04-09,南通,30.32026432454482,89.59483146286296,4.7889534421897215,雾
2024-04-10,南通,22.243015054191225,77.74816299119297,4.040155339522416,雾
2024-04-11,南通,20.20236808243608,74.5631408109191,0.3034619246773338,阴
2024-04-12,南通,16.729407286860187,62.477975767486384,2.942187524110549,晴
2024-04-13,南通,23.567562608953107,73.82029029413933,1.8157560827373873,多云
2024-04-14,南通,28.06955890807591,76.95433457923929,2.716967180146109,晴
2024-04-15,南通,28.0680560374744,64.58231962234532,1.9610504725156321,晴
2024-04-16,南通,24.594802626901593,88.51092093964911,2.170797679597057,晴
2024-04-17,南通,21.675989638387765,75.93977692071945,2.412974886359557,多云
2024-04-18,南通,22.76011720295765,84.02462084302387,2.9201278393166743,晴
2024-04-19,南通,23.997830428720786,40.28286519051172,0.669122028301805,雾
2024-04-20,南通,26.837526045158224,68.03690004632504,0.28872851439890845,中雨
