date,南京_temperature,南京_humidity,南京_wind_speed,南京_weather_condition,苏州_temperature,苏州_humidity,苏州_wind_speed,苏州_weather_condition,无锡_temperature,无锡_humidity,无锡_wind_speed,无锡_weather_condition,常州_temperature,常州_humidity,常州_wind_speed,常州_weather_condition,南通_temperature,南通_humidity,南通_wind_speed,南通_weather_condition,扬州_temperature,扬州_humidity,扬州_wind_speed,扬州_weather_condition,镇江_temperature,镇江_humidity,镇江_wind_speed,镇江_weather_condition,泰州_temperature,泰州_humidity,泰州_wind_speed,泰州_weather_condition,盐城_temperature,盐城_humidity,盐城_wind_speed,盐城_weather_condition,徐州_temperature,徐州_humidity,徐州_wind_speed,徐州_weather_condition,连云港_temperature,连云港_humidity,连云港_wind_speed,连云港_weather_condition,淮安_temperature,淮安_humidity,淮安_wind_speed,淮安_weather_condition,宿迁_temperature,宿迁_humidity,宿迁_wind_speed,宿迁_weather_condition,policy_count,policy_impact,event_count,high_impact_event_count,江苏_renewable_capacity,year,month,day,dayofweek,is_weekend,season
2024-01-01,15.182906384367074,70.13257864157362,3.075451556438919,阴,36.931148284884046,51.5189575972751,0.7862203924814989,晴,17.88346331630523,84.16979756446068,1.6271143198541036,小雨,22.389998818374576,41.927380044639165,0.38711567875204167,小雨,26.91710759009218,41.613756623572755,2.197996785412779,多云,20.45820584868854,85.63181046595813,0.6460017122456605,阴,16.464756306451065,47.931291296988846,0.2742268033188874,雷阵雨,27.227213711409902,40.4953034976545,0.5100597498778158,晴,27.593095161622703,53.3162366077698,1.6260881917240817,阴,21.341213133415224,55.5692368795701,3.6863435100769477,阴,24.566903014821424,71.18914934383844,0.30358120979506453,阴,37.95693143370713,49.89795379434709,0.668108576132845,多云,24.647380352905113,46.02763170204052,0.9796394981781786,雾,1.0,1,0.0,0.0,13837.90718191242,2024,1,1,0,False,4
2024-01-02,35.787449562115306,53.41889489404955,0.23895362674480053,晴,19.826903016320987,61.01557108472652,0.8076438573428615,晴,23.710722857508728,72.1647863925283,2.0478287765885863,晴,16.098901123421985,86.760717400852,0.47181448294192135,大雨,17.012125546947033,60.35825879357035,1.2013716951734195,晴,22.870874288194173,57.8738538575607,0.6444798701966553,中雨,19.722658244651818,78.27872043749092,2.9727549812846896,多云,30.330961824240713,47.06286793833027,6.907194510236029,小雨,22.489479264899934,42.31267998295568,2.1532222624018638,多云,15.751285239254006,81.44399149656314,5.080801809961139,小雨,29.797329119581576,43.47325712466632,1.633856932366994,多云,31.40307203446481,89.09830730872316,2.269993641320808,雷阵雨,30.94538213683682,67.7665427989574,0.06295250905508704,多云,0.0,0,0.0,0.0,13837.90718191242,2024,1,2,1,False,4
2024-01-03,18.097924332299797,89.76972200544971,1.6187406805806892,晴,29.760791023810697,55.046916628284016,0.6350520754993638,多云,22.05267764499588,60.693238748944886,1.317962656747747,多云,26.82581582494878,42.91592915854654,3.4086892383706746,雷阵雨,30.84544292467247,55.874917443037795,0.9443793886810548,多云,28.04149924290824,49.837504515419184,5.628133785416726,阴,28.926887650507897,67.59824081140798,1.4675604435432306,多云,26.63142183414321,64.86549710693342,1.9744469326831322,小雨,25.407436396625894,71.56412851634158,0.3678301888774454,小雨,36.83566482155542,54.73495562452882,1.5394326036154706,晴,23.693436707660926,88.63873242776603,3.489884973798375,小雨,23.752583422323244,60.415553162655826,4.959747588762259,雷阵雨,23.894190361335674,42.900423426412814,0.5587460993918668,晴,0.0,0,0.0,0.0,13837.90718191242,2024,1,3,2,False,4
2024-01-04,19.101460464714783,55.501016925348964,2.1667310621302107,晴,23.833902456500656,65.67219316899734,1.2827849909323326,晴,31.0393014994238,85.50851003591251,1.6618488507039995,多云,21.743999610234724,49.179812744351025,0.2406455939692441,大雨,17.093055628999572,54.72672522902732,0.7779520557480145,晴,26.425539803230944,64.71927082013863,1.5517289661254088,多云,28.295156810005054,65.41973402200058,0.9225188944016394,晴,29.703609284439494,61.72966373948012,0.19368420174072254,晴,19.100507795504825,87.61362518170965,1.0451286700550366,大雨,27.098460580951393,89.2911816486076,0.26060555989321427,阴,29.1590082464014,62.37832747129994,5.044501543515344,多云,25.548451247560838,72.12243087939234,0.9899042117923306,晴,19.66529279843823,77.72922441117619,2.3699461484855795,晴,0.0,0,1.0,1.0,13837.90718191242,2024,1,4,3,False,4
2024-01-05,30.459771440428153,88.9727874118572,2.829972765513942,多云,20.206661503397093,56.08232212682512,3.0215896816507777,阴,24.87127229208532,73.05571161814493,0.059238402900412226,雷阵雨,25.15118160823311,80.63724426911833,1.3182052886514903,中雨,17.389843340877498,81.74235095286339,2.5792181459873733,中雨,28.217591823391743,49.80225144505838,2.773206938136519,晴,27.884048172159865,55.85014840005758,0.03388245394937063,中雨,29.647991707384264,73.7966310637045,0.6147112074364388,多云,27.953289889047994,47.580379233531005,2.634259769667213,晴,22.09944014071698,85.11984391044639,0.5078458250802472,多云,24.78006350699603,46.05688246980203,0.9134994645498488,晴,25.147159991192687,71.57988603762125,0.5901620964080758,晴,24.597553510465183,61.17882362308083,1.6816676938817323,晴,0.0,0,0.0,0.0,13837.90718191242,2024,1,5,4,False,4
2024-01-06,22.540040474516285,50.95776516473991,3.267807998018101,多云,23.720652101766504,87.49043531740953,0.22465843724504936,小雨,23.21408067143173,63.34243071802288,0.7705021279102199,小雨,32.07459821178564,60.67804034745538,0.19114846009961647,大雨,25.69866615921415,40.87134575142948,1.7027080775541579,雾,28.239029923309147,61.41092353353187,0.46307714431109237,晴,12.198875985528545,49.506282534978794,3.008214982840537,晴,26.12474230211213,55.28416611011701,3.785105174780811,小雨,18.30117663200926,43.16228742101674,1.3890774617354014,大雨,16.203699666959736,74.01364488601402,2.0107946710166935,晴,31.849046231303266,72.36084667657752,0.995376194647471,阴,20.962976324494125,69.05113121956927,4.5161507839588175,晴,24.106146779750784,47.07519147140519,7.768972228166425,多云,0.0,0,0.0,0.0,13837.90718191242,2024,1,6,5,True,4
2024-01-07,31.514399996459915,78.55192401336318,1.098047438825969,多云,23.530336980055836,63.72816962240121,3.027249342677168,多云,19.73650692301115,40.73041232011392,1.0299300413205075,多云,26.16865782985172,72.50127285006691,0.03404095093707362,多云,24.640294365000393,54.11117468035313,2.127786501554274,多云,28.098159567320852,68.24403337767647,1.0083490279527347,阴,21.707836701583503,81.15592655966971,2.5830710391180043,中雨,27.938965454425908,40.0784152787067,2.4542949644672665,小雨,26.51532057947241,60.73131441195401,1.135663154691471,小雨,30.500467616439547,80.5741881783731,0.3933314020471044,晴,28.326191858064902,88.77632726253995,2.5453761173126055,小雨,31.953645008934846,57.68000339705027,1.2596681803702052,小雨,25.081592247272347,57.11313026835931,1.000060181930763,多云,0.0,0,0.0,0.0,13837.90718191242,2024,1,7,6,True,4
2024-01-08,30.75896590437391,83.72627088044302,1.1256089787416483,晴,19.95001495115301,67.77786705000955,2.7131011033274586,大雨,23.24280187265691,77.68391412477709,1.547924592356049,晴,31.74948767753912,50.999431402595725,1.4588346214940402,多云,31.294968042209824,75.5202940461953,6.493774768813317,小雨,25.670793089300997,84.15530319880008,2.50956772988589,多云,24.91265578346846,45.06907192588075,0.7472559748090346,晴,24.641194858924646,69.02931120708692,5.026311063028921,晴,23.70369171594736,40.06159469261063,1.86167196300427,晴,20.979608456705783,55.28440194015134,3.922071874030218,小雨,22.291921480590325,84.93983523636517,1.2067073555184926,晴,32.492658862935855,47.308633796803754,1.4793780113795199,雷阵雨,24.11565139939617,46.44239228784249,0.7582260810997803,阴,0.0,0,0.0,0.0,13837.90718191242,2024,1,8,0,False,4
2024-01-09,33.02140646324794,40.90003971862319,2.4504317891429874,多云,37.510855946555836,64.21647675609663,0.19387248693906212,多云,26.677986014327427,48.44299124413318,1.8039781183655463,小雨,14.659938758046122,67.09457821535221,0.4085233203741474,多云,27.251928761833614,45.501933506878565,1.3892944298977181,晴,21.27584910407885,82.11897229699687,0.8615749052615636,多云,18.98923947057133,77.16147588630491,0.6079238460964117,晴,13.135660634794617,49.166381952925995,1.0928111291958813,多云,19.15592062414693,40.52277837962941,1.2912023491698332,晴,24.051605101353633,74.11185584672131,4.089138999595242,小雨,30.886584721991955,69.38392472958935,0.7526744130812629,多云,24.29795918119343,82.08722087108907,0.8950879656807681,多云,14.097619135128783,45.49656780868568,5.467874987208382,多云,0.0,0,0.0,0.0,13837.90718191242,2024,1,9,1,False,4
2024-01-10,16.42896016051678,88.21449470259473,0.04582487872466617,多云,29.992552520381892,73.8916309763309,0.0924200906217826,晴,22.647589091291294,72.10039470474925,0.1391831851262228,雷阵雨,23.895889410880987,72.408590841788,1.3807853334820859,中雨,16.41876949152922,50.783764755479375,0.6787260417188447,小雨,12.115526227730268,46.290910968602354,1.20412416097428,小雨,20.603427265597304,54.09447321450671,5.83375743846016,雾,24.507762002714998,71.55736599145729,0.4774877504640763,多云,24.09189380014016,42.188824214342134,1.0046472521386358,多云,16.8788912384271,70.67114779477645,1.157100608830522,阴,18.2986509696974,82.03915806800367,0.009801241997903165,多云,24.678233949802916,63.73279414704681,0.8983015217772256,多云,17.007571881699562,47.77326753597406,0.8604833083924208,雷阵雨,0.0,0,0.0,0.0,13837.90718191242,2024,1,10,2,False,4
